venue_name,lat,lon,zone,day_name,day_hours,hour,busyness_score
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,4,13
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,5,22
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,6,37
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,7,55
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,8,74
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,9,89
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,10,95
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,11,93
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,12,84
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,13,76
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,14,69
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,15,66
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,16,67
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,17,73
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,18,79
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,19,81
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,20,76
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,21,61
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,22,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,23,28
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,0,15
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,1,7
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,2,5
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,sunday,6,3,6
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,4,4
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,5,7
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,6,14
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,7,23
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,8,32
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,9,41
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,10,47
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,11,49
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,12,50
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,13,47
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,14,45
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,15,43
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,16,43
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,17,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,18,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,19,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,20,43
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,21,38
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,22,31
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,23,22
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,0,12
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,1,6
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,2,3
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,monday,0,3,3
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,4,4
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,5,7
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,6,14
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,7,23
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,8,32
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,9,40
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,10,46
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,11,49
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,12,49
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,13,47
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,14,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,15,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,16,47
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,17,52
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,18,56
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,19,59
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,20,58
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,21,52
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,22,43
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,23,34
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,0,21
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,1,12
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,2,6
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,tuesday,1,3,4
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,4,4
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,5,7
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,6,13
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,7,22
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,8,31
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,9,39
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,10,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,11,46
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,12,46
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,13,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,14,43
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,15,43
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,16,47
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,17,52
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,18,58
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,19,62
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,20,62
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,21,55
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,22,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,23,31
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,0,17
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,1,9
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,2,4
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,wednesday,2,3,3
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,4,4
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,5,7
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,6,13
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,7,22
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,8,30
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,9,38
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,10,42
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,11,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,12,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,13,42
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,14,40
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,15,40
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,16,43
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,17,47
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,18,50
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,19,52
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,20,50
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,21,43
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,22,33
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,23,23
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,0,12
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,1,7
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,2,4
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,thursday,3,3,3
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,4,5
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,5,7
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,6,13
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,7,21
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,8,29
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,9,39
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,10,52
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,11,65
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,12,66
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,13,54
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,14,47
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,15,45
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,16,49
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,17,53
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,18,57
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,19,60
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,20,57
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,21,49
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,22,38
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,23,28
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,0,16
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,1,9
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,2,6
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,friday,4,3,4
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,4,7
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,5,10
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,6,15
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,7,23
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,8,31
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,9,38
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,10,44
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,11,48
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,12,49
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,13,49
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,14,50
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,15,53
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,16,61
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,17,72
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,18,85
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,19,95
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,20,100
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,21,92
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,22,77
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,23,58
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,0,34
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,1,19
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,2,11
Alun-alun Kota Malang,-7.9826144999999995,112.63081129999999,public_area,saturday,5,3,9
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,4,16
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,5,22
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,6,23
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,7,25
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,8,27
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,9,29
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,10,36
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,11,32
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,12,32
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,13,29
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,14,28
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,15,25
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,16,23
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,17,24
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,18,35
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,19,46
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,20,47
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,21,50
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,22,56
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,23,62
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,0,48
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,1,33
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,2,20
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,sunday,6,3,16
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,4,20
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,5,25
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,6,28
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,7,29
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,8,26
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,9,26
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,10,28
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,11,32
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,12,33
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,13,36
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,14,37
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,15,37
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,16,30
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,17,25
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,18,26
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,19,29
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,20,36
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,21,48
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,22,62
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,23,65
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,0,51
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,1,39
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,2,24
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,monday,0,3,20
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,4,12
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,5,19
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,6,28
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,7,42
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,8,42
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,9,40
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,10,35
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,11,38
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,12,38
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,13,44
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,14,42
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,15,37
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,16,31
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,17,30
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,18,31
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,19,34
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,20,42
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,21,46
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,22,50
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,23,50
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,0,42
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,1,29
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,2,20
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,tuesday,1,3,13
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,4,20
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,5,22
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,6,30
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,7,34
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,8,32
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,9,32
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,10,34
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,11,38
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,12,38
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,13,44
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,14,42
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,15,37
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,16,29
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,17,30
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,18,36
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,19,42
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,20,48
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,21,51
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,22,56
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,23,55
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,0,43
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,1,30
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,2,26
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,wednesday,2,3,19
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,4,16
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,5,18
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,6,27
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,7,34
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,8,35
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,9,38
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,10,39
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,11,40
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,12,41
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,13,43
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,14,40
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,15,38
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,16,31
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,17,33
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,18,35
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,19,45
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,20,47
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,21,55
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,22,59
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,23,56
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,0,42
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,1,27
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,2,21
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,thursday,3,3,16
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,4,20
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,5,21
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,6,28
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,7,34
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,8,35
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,9,33
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,10,31
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,11,27
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,12,28
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,13,33
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,14,32
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,15,30
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,16,22
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,17,19
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,18,24
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,19,38
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,20,54
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,21,75
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,22,81
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,23,75
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,0,52
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,1,33
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,2,26
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,friday,4,3,21
Taman Trunojoyo Malang,-7.9764327999999995,112.6365191,public_area,saturday,5,4,16
