grid_id,lat,lon,n_campus,n_school,n_market,n_place_of_worship,n_park,n_residential,dominant_zone
G0563,-7.934499999999996,112.61949999999992,0,2,0,5,0,3,residential_area
G0564,-7.934499999999996,112.62399999999991,1,2,0,4,1,3,residential_area
G0565,-7.934499999999996,112.6284999999999,1,2,0,3,1,5,residential_area
G0566,-7.934499999999996,112.6329999999999,0,0,0,5,0,6,residential_area
G0567,-7.934499999999996,112.63749999999989,0,4,0,6,0,5,residential_area
G0568,-7.934499999999996,112.64199999999988,0,3,0,7,0,3,residential_area
G0569,-7.934499999999996,112.64649999999988,1,3,0,4,0,2,school_area
G0570,-7.934499999999996,112.65099999999987,1,1,0,5,0,1,campus_area
G0571,-7.934499999999996,112.65549999999986,0,1,1,4,0,2,residential_area
G0572,-7.934499999999996,112.65999999999985,0,5,0,5,0,1,school_area
G0573,-7.934499999999996,112.66449999999985,0,5,0,2,0,0,school_area
G0574,-7.934499999999996,112.66899999999984,0,0,0,0,0,1,residential_area
G0575,-7.934499999999996,112.67349999999983,0,0,0,0,0,1,residential_area
G0587,-7.929999999999996,112.59699999999995,2,0,0,1,0,1,campus_area
G0588,-7.929999999999996,112.60149999999994,4,3,0,4,0,2,campus_area
G0589,-7.929999999999996,112.60599999999994,1,4,0,4,1,5,residential_area
G0590,-7.929999999999996,112.61049999999993,0,4,1,2,1,18,residential_area
G0591,-7.929999999999996,112.61499999999992,0,4,1,5,1,15,residential_area
G0592,-7.929999999999996,112.61949999999992,0,1,0,3,1,4,residential_area
G0593,-7.929999999999996,112.62399999999991,0,2,0,2,0,3,residential_area
G0594,-7.929999999999996,112.6284999999999,0,2,0,2,1,4,residential_area
G0595,-7.929999999999996,112.6329999999999,0,3,0,0,0,4,residential_area
G0596,-7.929999999999996,112.63749999999989,0,3,0,3,0,3,residential_area
G0597,-7.929999999999996,112.64199999999988,0,1,0,4,0,2,residential_area
G0598,-7.929999999999996,112.64649999999988,0,3,0,5,0,3,residential_area
G0599,-7.929999999999996,112.65099999999987,0,2,1,6,1,0,worship_area
G0600,-7.929999999999996,112.65549999999986,0,5,1,4,0,1,school_area
G0601,-7.929999999999996,112.65999999999985,0,7,0,3,0,1,school_area
G0602,-7.929999999999996,112.66449999999985,0,2,0,2,0,0,school_area
G0616,-7.925499999999996,112.59699999999995,0,0,0,1,0,0,worship_area
G0617,-7.925499999999996,112.60149999999994,0,1,0,0,0,6,residential_area
G0618,-7.925499999999996,112.60599999999994,0,4,0,2,0,7,residential_area
G0619,-7.925499999999996,112.61049999999993,0,3,0,3,0,13,residential_area
G0620,-7.925499999999996,112.61499999999992,0,5,0,2,1,11,residential_area
G0621,-7.925499999999996,112.61949999999992,0,4,0,1,1,4,residential_area
G0622,-7.925499999999996,112.62399999999991,0,1,0,0,0,5,residential_area
G0623,-7.925499999999996,112.6284999999999,0,2,0,2,0,4,residential_area
G0624,-7.925499999999996,112.6329999999999,0,1,0,2,0,2,residential_area
G0626,-7.925499999999996,112.64199999999988,0,1,0,0,0,4,residential_area
G0627,-7.925499999999996,112.64649999999988,0,1,0,2,1,3,residential_area
G0628,-7.925499999999996,112.65099999999987,0,2,0,3,1,3,residential_area
G0629,-7.925499999999996,112.65549999999986,0,3,0,3,0,3,residential_area
G0630,-7.925499999999996,112.65999999999985,0,2,0,1,0,1,school_area
G0644,-7.920999999999996,112.59249999999996,0,0,0,1,0,0,worship_area
G0645,-7.920999999999996,112.59699999999995,1,0,0,1,0,0,campus_area
G0646,-7.920999999999996,112.60149999999994,1,0,0,0,0,1,campus_area
G0647,-7.920999999999996,112.60599999999994,0,0,0,1,0,1,residential_area
G0648,-7.920999999999996,112.61049999999993,0,0,0,1,0,1,residential_area
G0649,-7.920999999999996,112.61499999999992,0,0,0,0,0,1,residential_area
G0650,-7.920999999999996,112.61949999999992,0,3,0,0,0,1,school_area
G0651,-7.920999999999996,112.62399999999991,0,0,0,1,0,5,residential_area
G0652,-7.920999999999996,112.6284999999999,0,0,0,3,0,4,residential_area
G0653,-7.920999999999996,112.6329999999999,1,0,0,2,0,2,residential_area
G0654,-7.920999999999996,112.63749999999989,0,0,0,0,0,3,residential_area
G0655,-7.920999999999996,112.64199999999988,0,0,0,0,0,4,residential_area
G0656,-7.920999999999996,112.64649999999988,0,0,0,0,0,5,residential_area
G0657,-7.920999999999996,112.65099999999987,0,0,0,1,0,0,worship_area
G0658,-7.920999999999996,112.65549999999986,0,0,0,1,0,3,residential_area
G0659,-7.920999999999996,112.65999999999985,0,1,0,0,0,1,residential_area
G0680,-7.916499999999996,112.62399999999991,0,0,0,1,0,0,worship_area
G0681,-7.916499999999996,112.6284999999999,0,1,0,0,0,0,school_area
G0682,-7.916499999999996,112.6329999999999,1,0,0,0,0,0,campus_area
G0683,-7.916499999999996,112.63749999999989,1,0,0,0,0,0,campus_area
G0684,-7.916499999999996,112.64199999999988,0,0,0,0,0,2,residential_area
G0685,-7.916499999999996,112.64649999999988,0,0,0,0,0,3,residential_area
G0686,-7.916499999999996,112.65099999999987,0,0,0,0,0,1,residential_area
G0710,-7.9119999999999955,112.6284999999999,0,1,0,0,0,0,school_area
G0711,-7.9119999999999955,112.6329999999999,0,1,0,0,0,0,school_area
G0713,-7.9119999999999955,112.64199999999988,0,0,0,0,0,1,residential_area
