name,lon,lat,category
Masjid Mu`aawanah,112.6268794,-7.9486088,place_of_worship
Vihara Dharma Mitra Arama,112.6170895,-7.9484243,place_of_worship
Masjid Al-Huda,112.6232436,-7.9539445,place_of_worship
Masjid Al-Islah,112.6114017,-7.9367582,place_of_worship
Masjid Al-Muhajirin,112.6180724,-7.9419288,place_of_worship
Musollah Nurul Islam,112.6197466,-7.9508464,place_of_worship
Langgar Waqaf Nurul Muttaqin,112.6207124,-7.9512416,place_of_worship
Mushola Waqaf Baitul Chasanah,112.6212017,-7.9510252,place_of_worship
Langgar Waqof Darussalam,112.6222255,-7.9524815,place_of_worship
Gereja Eleos,112.6325356,-7.9776625,place_of_worship
GKI Tumapel,112.6316161,-7.977635,place_of_worship
Masjid Jenderal Ahmad Yani,112.6313792,-7.9762381,place_of_worship
Mushola Baiturohmah,112.6307786,-7.9773099,place_of_worship
Gereja Katolik Hati Kudus Yesus Kayutangan,112.6309118,-7.9807265,place_of_worship
Masjid Agung Jami' Malang,112.6296837,-7.9824351,place_of_worship
Masjid Taj'diidus Sholah,112.6323228,-7.9825797,place_of_worship
GPIB Jemaat Immanuel Malang,112.6300259,-7.9816798,place_of_worship
Gereja Pantekosta di Indonesia,112.6289931,-7.9845445,place_of_worship
Gereja Pantekosta di Indonesia Zion Altar,112.6339268,-7.9838499,place_of_worship
Gereja Sidang-Sidang Jemaat Allah Maranatha,112.6283567,-7.980854,place_of_worship
Masjid Taufiqurahman,112.6291528,-7.9795248,place_of_worship
LANGGAR WAKOF AL HIDAYAH,112.6344601,-7.9805794,place_of_worship
Masjid Al Hidayah,112.6163524,-7.9893883,place_of_worship
Masjid Istiqomah,112.6169183,-7.9912568,place_of_worship
Masjid Ibnu Sina,112.6319502,-7.9736299,place_of_worship
Masjid Shalahuddin,112.6333181,-7.9703933,place_of_worship
Masjid Pondok Pesantren Nurul Huda Salafiyah Mergosono,112.6332874,-8.0008119,place_of_worship
Masjid Jami Al-Fattah,112.6348449,-7.9982567,place_of_worship
Gereja Kristen Abdiel Immanuel,112.6381937,-7.9744319,place_of_worship
Masjid Munawarah,112.6439748,-7.9794786,place_of_worship
Gereja Katolik Ratu Rosari,112.6480347,-7.976319,place_of_worship
Masjid Asrorul Huda,112.593883,-7.9892196,place_of_worship
Musholla Baitul Gufron,112.5902267,-7.9842585,place_of_worship
Masjid Polresta,112.6302159,-7.9717245,place_of_worship
Mushola Darul Mukaramah,112.6573244,-8.0016734,place_of_worship
Mushola Thoriqol Jannah,112.6579164,-8.0005932,place_of_worship
Langgar Al Hidayah,112.6540346,-7.9964035,place_of_worship
Langgar Riyadul Muchlisin,112.6567491,-7.9987371,place_of_worship
Mushola Al Ikhsan,112.6552177,-7.9996222,place_of_worship
Langgar Baiturrahman,112.6680985,-8.0035438,place_of_worship
Langgar Nashirudin,112.6630779,-8.000948,place_of_worship
Langgar Al Khodijah,112.6614023,-7.9998493,place_of_worship
Mushola Al Hidayah,112.6599885,-8.0022089,place_of_worship
Musholla Al-Ikhlas,112.6054592,-7.9775149,place_of_worship
Masjid Assalam,112.65254,-7.9285927,place_of_worship
Gereja Kristus Tuhan Jemaat Antiokhia,112.6008531,-7.9632194,place_of_worship
Candi Badut,112.5986042,-7.9578133,place_of_worship
Gereja Pantekosta di Indonesia Lembah Dieng,112.6014112,-7.967986,place_of_worship
Masjid Jami' Arroudloh,112.5991522,-7.9569364,place_of_worship
Masjid Al - Muttaqin,112.6371535,-7.9936019,place_of_worship
MASJID JAMIATUL HUDA,112.6437088,-7.9673237,place_of_worship
Masjid Al Kautsar,112.6294478,-7.9615968,place_of_worship
Gereja Katolik Cor Jesu,112.6320063,-7.9672432,place_of_worship
Masjid Ki Ageng,112.6663721,-7.9806095,place_of_worship
Masjid An-Nur,112.6283222,-7.97025,place_of_worship
Masjid Asy-Styifa,112.6218332,-8.0244202,place_of_worship
Masjid Al Amin,112.6319401,-7.9231075,place_of_worship
Masjid Jami' Miftahul Huda,112.6299251,-7.9376087,place_of_worship
Gereja Sidang Jemaat Allah Talitakum,112.6112851,-7.9787646,place_of_worship
Masjid Insan Karim,112.6025163,-7.9457141,place_of_worship
Musholla An-Nawawi,112.6473267,-8.020972,place_of_worship
Masjid Sabilul Muhtadin,112.6345745,-8.0203444,place_of_worship
Masjid Baiturahman,112.6557386,-7.9896124,place_of_worship
Masjid Abdillah,112.6497955,-7.9606573,place_of_worship
Masjid Hidayaturahman Brawijaya,112.6413878,-7.9765526,place_of_worship
Masjid Baitus Salam,112.6047042,-7.9682502,place_of_worship
Masjid Darul Mutaqin,112.6076437,-7.9284158,place_of_worship
Masjid An-Nur,112.6230129,-7.9361781,place_of_worship
Masjid Al-Hijrah,112.6314824,-7.9343902,place_of_worship
Gereja Kristus Tuhan Blimbing,112.6343566,-7.9365467,place_of_worship
Masjid Raya Al Farabi,112.6331694,-7.9373953,place_of_worship
Masjid A.R Fachrudin,112.5958414,-7.9213229,place_of_worship
Masjid Al Muhajirin Pondok Blimbing Indah,112.6582087,-7.9386012,place_of_worship
Masjid Khadijah,112.6269727,-7.9778768,place_of_worship
Masjid Al-Ikhlas,112.6129968,-7.9775979,place_of_worship
Masjid Manarul Islam,112.6598203,-7.9740007,place_of_worship
Gereja Isa Almasih,112.623927,-7.9987492,place_of_worship
Gereja Kristen Jawi Wetan Jemaat Sukun,112.6215866,-8.0007276,place_of_worship
Musholla Al-Arif,112.5981903,-7.9533966,place_of_worship
MASJID BAITURAHMAN,112.5931673,-7.9527805,place_of_worship
Masjid Al - Ikhlas,112.6373794,-7.995339,place_of_worship
Masjid Al-Mujahirin,112.5962436,-7.9437807,place_of_worship
Masjid Al-Ikhlas,112.5924969,-7.9434353,place_of_worship
Kapel Susteran Misericordia,112.6080074,-7.9673355,place_of_worship
Greja Kristen Jawi Wetan Jemaat Tulungbawang,112.6396711,-7.9604593,place_of_worship
Gereja Kristen Muria Indonesia Efata,112.6376564,-7.9608682,place_of_worship
Musholla Al-Qona`ah,112.5911129,-7.9428628,place_of_worship
Masjid Ar-Ridlo,112.6422048,-7.9585735,place_of_worship
GSJA Penuaian,112.6390219,-7.9506567,place_of_worship
Masjid Sulaiman,112.637311,-7.9515743,place_of_worship
Masjid Nurul Iman,112.6340681,-7.9511849,place_of_worship
Masjid Al-Istiqomah,112.6408179,-7.9551901,place_of_worship
Gereja Presbiterian Bukit Sion Indonesia Malang,112.6401452,-7.951819,place_of_worship
Masjid Darul Muttaqin,112.6350622,-7.9546943,place_of_worship
Masjid Ridwanussholihin,112.6350618,-7.9582102,place_of_worship
Masjid Al-Ihsan,112.6302438,-7.9742169,place_of_worship
Greja Kristen Jawi Wetan Jemaat Tunjungsekar,112.6373655,-7.9320775,place_of_worship
Masjid Hidayatullah,112.6274472,-7.9317533,place_of_worship
Masjid Baitul Muttaqin,112.6403843,-7.9382694,place_of_worship
Musolla,112.6329382,-7.9214232,place_of_worship
Masjid Abdullah,112.6171217,-7.9306632,place_of_worship
Musholla Al-Ikhlas,112.618324,-7.9336663,place_of_worship
Masjid Baiturahman,112.613769,-7.9309036,place_of_worship
Masjid Al-Huda,112.6206301,-7.934764,place_of_worship
Masjid Nurul Jannah,112.6160109,-7.934692,place_of_worship
Masjid Ramadhan,112.6224755,-7.938711,place_of_worship
Masjid Nurus Salam,112.6354374,-7.9382858,place_of_worship
GPT Kristus Kasih,112.6369217,-7.9382048,place_of_worship
Masjid Miftachul Fataa,112.6328407,-7.941016,place_of_worship
Gereja Katolik Santo Albertus de Trapani,112.6424747,-7.9424426,place_of_worship
Masjid Muttaqien,112.6394311,-7.9448972,place_of_worship
Masjid Al-Muttaqien,112.6382953,-7.9412839,place_of_worship
Masjid RW 06,112.6493004,-7.979875,place_of_worship
Masjid Nurul Hikmah,112.6524802,-7.9794447,place_of_worship
Masjid Nurul Hikmah,112.6534203,-7.9781886,place_of_worship
Masjid Al-Kautsar,112.6518588,-7.9806407,place_of_worship
Masjid Ramadhan,112.6555559,-7.9424942,place_of_worship
GPIB Getsemani Malang,112.6538647,-7.940002,place_of_worship
Masjid Al-Ishlah,112.634831,-8.0148475,place_of_worship
"Langgar Waqaf ""al Amin""",112.6543967,-7.9497934,place_of_worship
Masjid Al Hidayah,112.6558562,-7.9479891,place_of_worship
Masjid AR - Rosul,112.6524087,-7.9456948,place_of_worship
Masjid Sholahuddin Kanwil Jatim III,112.6413932,-7.9470548,place_of_worship
Masjid Al-Amin,112.6382747,-7.9467602,place_of_worship
Masjid Al-Huda,112.6407416,-7.9486688,place_of_worship
Masjid Baiturrahman Bantaran,112.6365758,-7.9493516,place_of_worship
Musholla Ar-Rahman,112.6233691,-7.9435614,place_of_worship
Mushola Kendalisodo,112.6243549,-7.943689,place_of_worship
Masjid Al Fatichul Rozzaq,112.6006101,-7.9321985,place_of_worship
Masjid Shirothol Mustaqim Tlogomas,112.6024703,-7.9316006,place_of_worship
Masjid Al-Ghozali,112.6008079,-7.9336179,place_of_worship
Musholla Miftahul Ulum,112.6004607,-7.9390422,place_of_worship
Gang Majsid,112.6058254,-7.9373812,place_of_worship
Gereja Pantekosta di Indonesia Gloria,112.6069777,-7.9385964,place_of_worship
Masjid Jabal Rohmah,112.6082904,-7.938274,place_of_worship
Masjid Nurul Iman,112.6064301,-7.9605686,place_of_worship
Masjid Al-Ikhlas,112.6042916,-7.9401433,place_of_worship
Masjid Jami' Al-Isti'dad,112.6016635,-7.9395133,place_of_worship
Masjid Darussalam,112.6437392,-7.9610803,place_of_worship
Masjid Ali Sarbawi,112.636682,-7.9574365,place_of_worship
Masjid Roudhotul Jannah,112.6301586,-7.9540311,place_of_worship
MASJID AL HAFID,112.6446877,-7.9739462,place_of_worship
Masjid Ainul Yaqin,112.6602385,-7.9680001,place_of_worship
Musholla Al-Amien,112.6361827,-8.0058431,place_of_worship
Masjid Ali Mustofa,112.6291247,-8.008251,place_of_worship
Greja Kristen Jawi Wetan - Jemaat Gadang,112.6297669,-8.0100478,place_of_worship
Masjid Al-Amin,112.6664827,-7.9751048,place_of_worship
Masjid Ramadhan,112.6677829,-7.9743517,place_of_worship
Masjid Darul Mujahidin,112.6682752,-7.9756735,place_of_worship
Masjid Nurul Iman GMS,112.6643952,-7.9732394,place_of_worship
Gereja Kristen Injili Nusantara Narwastu,112.6595916,-7.9798905,place_of_worship
Masjid Graha Muslim,112.6622969,-7.9798478,place_of_worship
Musholla Al-Ikhlas,112.661755,-7.973069,place_of_worship
Masjid Baitul Izzah,112.6564492,-7.9747846,place_of_worship
Masjid Al Fatah,112.6590312,-7.9690091,place_of_worship
Masjid Al Furqon,112.6583131,-7.9713164,place_of_worship
Masjid Al-Muhajirin,112.655715,-7.9779751,place_of_worship
GKII Sawojajar,112.6573102,-7.9800018,place_of_worship
Masjid Al Muhajirin Dirgantara,112.6540848,-7.9858484,place_of_worship
Masjid Nurul Yaqin,112.6276148,-7.9718375,place_of_worship
Gereja Kristen Injili Nusantara Imanuel II,112.627166,-7.9735945,place_of_worship
GBIS Elohim,112.6297661,-7.9868848,place_of_worship
Masjid Jami` Fathurrohman,112.6496524,-7.9283132,place_of_worship
Masjid Irsyadul Ibad,112.650549,-7.9843905,place_of_worship
"Musholla ""Riyadlul Jannah""",112.6512756,-8.029116,place_of_worship
Mushollah Darul Muttaqin,112.6526235,-8.0300883,place_of_worship
Masjidil Halal,112.6381033,-8.0052552,place_of_worship
Masjid RW 04,112.6518453,-8.0181668,place_of_worship
Mushola Nurul Taqwa,112.6569374,-7.9694615,place_of_worship
Masjid Maula Dawilah - Darus Solihin,112.6576924,-7.983534,place_of_worship
Masjid Baitunnajah,112.6582396,-7.9859308,place_of_worship
Masjid Al Hasan,112.6074306,-7.9233521,place_of_worship
Masjid Al Hasyr,112.6540563,-7.9883572,place_of_worship
Klenteng Oro-Oro Dowo,112.6276104,-7.9640778,place_of_worship
Masjid RW 06,112.6266464,-7.9632106,place_of_worship
Mushola Miftahul Jannah,112.6560795,-8.0009543,place_of_worship
GKI Bromo,112.6256184,-7.9791136,place_of_worship
"Mushola ""Nur Waqof""",112.6533257,-7.9667893,place_of_worship
MASJID AR-RAHMAN,112.6520089,-7.9721678,place_of_worship
Musholla Al-Munawaroh,112.6477072,-8.0241321,place_of_worship
Masjid Nashruddin,112.6495217,-7.990861,place_of_worship
Langgar Wali Songo Sunan Ampel,112.630802,-8.03131,place_of_worship
"Masjid "" Darul Muhajirin """,112.6394187,-7.9959198,place_of_worship
MASJID AL JIHAD,112.6428159,-7.9650682,place_of_worship
GPPS Anugerah Malang,112.6464912,-7.948942,place_of_worship
Masjid Panglima Besar Jendral Soedirman,112.6391249,-7.9653057,place_of_worship
Masjid Muthoharun,112.6134086,-8.0035763,place_of_worship
Masjid Jami' Al Falah,112.6530499,-8.0358223,place_of_worship
Masjid Al-Barokah,112.6563612,-8.0351926,place_of_worship
Masjid Nurul Muttaqin,112.6628649,-8.0372236,place_of_worship
Musholla Ainul.Yaqin,112.6600963,-8.0393172,place_of_worship
Musholla Waqof Al-Hidayah,112.6593052,-8.0363082,place_of_worship
Masjid Riyadlul Muttaqin,112.6520822,-8.0324615,place_of_worship
Mushola Sunan Giri VI,112.6391517,-8.0043782,place_of_worship
Masjid Al Mubarokah,112.6431525,-8.0117919,place_of_worship
Musholla Waqof Ar - Rohman,112.6465705,-7.9975104,place_of_worship
Mushola Al-Furqon,112.6396599,-8.0001259,place_of_worship
Masjid Jami' Darul Muhtadiin,112.6425782,-8.0011776,place_of_worship
Langgar Waqof Nurul Iman,112.6452659,-8.001547,place_of_worship
Masjid Darussalam,112.6349346,-7.9948688,place_of_worship
Masjid Mujahidin dan Madin Melati,112.634408,-7.996522,place_of_worship
Musholla Nurul Jannah,112.6320731,-8.0004603,place_of_worship
Masjid Miftahul Jannah,112.6330845,-8.0036026,place_of_worship
Masjid Riyaadlus Shiddiqiin,112.6560358,-7.95763,place_of_worship
Masjid Al Taqwa Orphanage Qolbi,112.5908981,-7.9370354,place_of_worship
Masjid Baiturrahman,112.6041437,-7.9380127,place_of_worship
Masjid Asy,112.6052203,-7.9337566,place_of_worship
Masjid Muritsul Jannah,112.6371015,-7.9908569,place_of_worship
Masjid Barokah,112.6344983,-7.9931943,place_of_worship
Masjid Ibnu Hajar,112.641428,-7.9942614,place_of_worship
Musholla Darussholihin,112.6437423,-7.9927975,place_of_worship
Masjid Jami Darussalam,112.6444512,-7.9928119,place_of_worship
Masjid Nurul Iman,112.6263168,-7.9587819,place_of_worship
GKJW Jemaat Kedungkandang,112.6481754,-7.9922186,place_of_worship
Masjid Sabilit Taqwa,112.6421457,-8.0432999,place_of_worship
Masjid Jabal Nur,112.6678895,-8.023009,place_of_worship
Masjid Al-Akbar,112.6395758,-8.0027448,place_of_worship
Mushola Al-Muttaqin,112.6547607,-7.9888046,place_of_worship
Langgar Al Bari,112.6639369,-8.0000292,place_of_worship
Masjid Ibadur Rahman Ar Roisi,112.6616284,-7.9996438,place_of_worship
Mushola Salahudin,112.6559561,-7.9978986,place_of_worship
Langgar Riyadus Sholihin,112.6522097,-7.9966287,place_of_worship
Langgar Al Fauzan,112.6537939,-7.9936324,place_of_worship
Langgar Al Muhajirin,112.6518528,-7.9940702,place_of_worship
Langgar Al Mikroj,112.6503646,-7.9982203,place_of_worship
Masjid Al Hayatul Islamiah,112.6509628,-7.995505,place_of_worship
Masjid Solehuddin,112.6475497,-7.9966648,place_of_worship
Langgar RT 03 RW 06,112.6459543,-7.994234,place_of_worship
Masjid Asofyan,112.6471744,-7.9940243,place_of_worship
Masjid Roudlotul Jannah (LDII),112.6209347,-7.9976427,place_of_worship
Masjid Nurul Huda,112.6176361,-7.9868623,place_of_worship
Masjid Al-Hikmah Tanjung,112.6199243,-7.9846801,place_of_worship
Masjid Al-Fattah Gempol,112.6145351,-7.994559,place_of_worship
Masjid Al Abror,112.6128551,-7.9841902,place_of_worship
Masjid Roudlotul Jannah,112.6089422,-7.9809021,place_of_worship
Gereja Bethel Tabernakel,112.6177311,-7.9961909,place_of_worship
Masjid Al-Anshor,112.6119835,-7.9872219,place_of_worship
Masjid Islamic Manarul,112.6598618,-7.9744299,place_of_worship
Masjid Al Mu'min,112.6572072,-7.9730889,place_of_worship
Musholla Miftahul Huda,112.6587138,-7.970067,place_of_worship
Masjid Al-Ma'shum,112.6575289,-7.9809048,place_of_worship
MASJID SABIROTUL ROSAT,112.5968913,-7.9538949,place_of_worship
Masjid Al Mukhlisin,112.6222965,-7.9959662,place_of_worship
Masjid Wali Songo,112.6214411,-7.9967093,place_of_worship
Masjid Mas Mansur,112.6159018,-7.993451,place_of_worship
Masjid Darussalam,112.6215993,-7.9869111,place_of_worship
Masjid An Nur,112.6244935,-7.9829822,place_of_worship
MASJID RODLOH,112.6359001,-7.9807017,place_of_worship
LANGGAR MUSLIMAT,112.634909,-7.9809139,place_of_worship
Masjid Darussalam Pnp,112.6150595,-7.9909086,place_of_worship
Masjid Besar Nurul Muttaqin,112.6209223,-8.0212295,place_of_worship
Masjid Asyura,112.6201418,-8.0192167,place_of_worship
Gereja Baptis Indonesia El Shaddai,112.6466165,-7.9757645,place_of_worship
Mushalla Da'imah,112.6176067,-7.9533602,place_of_worship
Masjid Istiqomah,112.6181305,-7.9523831,place_of_worship
Masjid Laduni,112.6240588,-7.9562577,place_of_worship
Masjid Muawanah,112.6248082,-7.9603853,place_of_worship
Masjid Al Hidayah,112.6241889,-7.9623837,place_of_worship
Masjid NURIL ANWAR,112.6049545,-7.9458283,place_of_worship
Masjid RW 06,112.6485536,-7.9822494,place_of_worship
Masjid RW 06,112.6492774,-7.9781507,place_of_worship
Masjid RW 07,112.6494842,-7.9755233,place_of_worship
Masjid RW 04,112.6440995,-7.9881585,place_of_worship
Gereja Protestan di Indonesia Bagian Barat Jemaat Sejahtera Malang,112.6451453,-7.9883908,place_of_worship
Gereja Bethel Indonesia Perlindungan,112.6448271,-7.9875382,place_of_worship
Masjid RW 01,112.6406444,-7.9869312,place_of_worship
Masjid RW 01,112.6414604,-7.9856857,place_of_worship
Musholla SDN Polehan 3,112.6468632,-7.9842799,place_of_worship
Masjid Syirotollmustakim,112.6452261,-7.987754,place_of_worship
Masjid RW 04,112.6439968,-7.9896848,place_of_worship
Masjid Sunan Kalijaga,112.606621,-7.9621085,place_of_worship
Huria Kristen Batak Protestan Malang,112.6271139,-7.9743656,place_of_worship
Gereja Kristen Kalam Kudus,112.6281656,-7.9761551,place_of_worship
Masjid Al Mutaqin,112.6292415,-7.9749969,place_of_worship
Musholla Darul Khoir,112.599086,-7.9424443,place_of_worship
Musholla Hidayatullah,112.5978324,-7.9416638,place_of_worship
Masjid Nurul Huda,112.6175528,-8.001183,place_of_worship
Masjid Babussalam,112.6201248,-8.0044952,place_of_worship
Masjid Muthohhar,112.6386619,-7.9871847,place_of_worship
Gereja Persekutuan Kristen,112.6376997,-7.9841558,place_of_worship
Masjid Roisiyah,112.6388479,-7.9878895,place_of_worship
Masjid Jami` Bairur Rohaman,112.6558992,-7.9728952,place_of_worship
Masjid Nurul Iman,112.6156264,-7.9845445,place_of_worship
Gereja Sidang-Sidang Jemaat Allah Immanuel,112.6191157,-8.0082198,place_of_worship
Masjid Cut Nyak Dien,112.6474911,-7.9648678,place_of_worship
MASJIS IMAM BONJOL,112.6460592,-7.971661,place_of_worship
Masjid Darussalam,112.6509785,-7.9228244,place_of_worship
Masjid Nur Muhammad,112.6557341,-7.925229,place_of_worship
Masjid Sunan Bonang,112.6564037,-7.9294156,place_of_worship
Masjid Syarifuddin,112.6610595,-7.9308776,place_of_worship
Masjid Al Hidayah,112.6146599,-7.9268704,place_of_worship
Masjid Al Mukhlisin,112.615654,-7.9264454,place_of_worship
Masjid Baitul Haq,112.6130841,-8.0051648,place_of_worship
Masjid Mujahidin Sulfat S Malang,112.6538096,-7.9656112,place_of_worship
Masjid Al-Aqsha,112.652775,-7.9595133,place_of_worship
Masjid Baiturohman,112.6610698,-7.9444757,place_of_worship
Masjid Daarul Muttaqiin,112.6530171,-7.9576617,place_of_worship
MASJID DA'RUL MUTAQIN,112.6125642,-7.9644298,place_of_worship
Masjid Al-Huda,112.6259241,-7.9451772,place_of_worship
Masjid Babusalam,112.6273245,-7.9418894,place_of_worship
Gereja Kerasulan Baru Indonesia - Jemaat Mojolangu,112.6275255,-7.9404117,place_of_worship
Masjid Al Ikhlas,112.6273123,-7.9401374,place_of_worship
Masjid Al-Manar,112.6625416,-7.931596,place_of_worship
Sanggar Candi Busana,112.656841,-7.9352027,place_of_worship
Musholla Wakaf Sabiililmuhtadin,112.653306,-8.0412473,place_of_worship
Masjid Al-Furqon,112.5969838,-7.9418819,place_of_worship
Musholla Sirotul Jannah,112.6094825,-7.9845466,place_of_worship
Masjid Intisyarul Islam,112.6056042,-7.9836025,place_of_worship
Kapel Santo Yohanes Gabriel Perboyre,112.6085731,-7.9851988,place_of_worship
Masjid Nurus Salam,112.6055384,-7.9849239,place_of_worship
Gereja Kristen Injili Nusantara Hosana,112.6034638,-7.9834952,place_of_worship
Masjid Baitul Muttaqiin,112.6048792,-7.9892648,place_of_worship
Masjid Ar-Rahman,112.6179285,-8.0058468,place_of_worship
Masjid Baiturrohmah,112.6356935,-7.952561,place_of_worship
Masjid As-Syafi'i,112.6392637,-7.9504495,place_of_worship
Gereja Pantekosta Tabernakel Filadelfia,112.642577,-7.9531703,place_of_worship
Masjid Darussalam,112.6476131,-7.9549737,place_of_worship
Masjid Nurul Ilmi Kampus FIP UM,112.6677481,-7.9794288,place_of_worship
GKI Bromo Malang di Jalan Probolinggo,112.6169919,-7.9673703,place_of_worship
Kapel Maranatha,112.6251306,-7.9859353,place_of_worship
GBT Kristus Pelepas,112.6307399,-7.9921278,place_of_worship
Gereja Bethany Tower of Christ,112.6255127,-7.977775,place_of_worship
Kapel St. Vincentius a Paulo Bhakti Luhur,112.6113843,-7.9715563,place_of_worship
Masjid Jami' Alamul Huda,112.6079414,-7.9748651,place_of_worship
Musholla Al-Falah,112.6033001,-7.9801081,place_of_worship
Masjid Al Ihsan,112.6139378,-7.9675849,place_of_worship
Gereja Pentakosta di Indonesia Immanuel,112.614377,-7.9740819,place_of_worship
Masjid Attawwaabiin,112.609833,-7.9710509,place_of_worship
Masjid Besar Quba,112.6201391,-7.9766196,place_of_worship
Masjid Kyai Haji Ahmad Dahlan,112.6226689,-7.9787637,place_of_worship
Masjid Al Huda SMP Negeri 6 Malang,112.6246364,-7.9791235,place_of_worship
Gereja Katedral Santa Perawan Maria Gunung Karmel,112.6242247,-7.9687897,place_of_worship
Masjid Al-Ishlah Polowiijen,112.647012,-7.9290272,place_of_worship
FT Mushola,112.6131583,-7.9489386,place_of_worship
Mushola FPIK,112.6111828,-7.9533949,place_of_worship
Masjid ASSALAM,112.6046602,-7.9313979,place_of_worship
Masjid Al-Islah,112.6151989,-7.9708546,place_of_worship
Masjid Tsamrotul Iman,112.6130979,-7.9712901,place_of_worship
Masjid Miftahul Huda,112.6172842,-7.9732858,place_of_worship
Mushola Al Ikhlas,112.6134655,-7.9582282,place_of_worship
Gereja Kristen Inijili Nusantara Getsemani,112.6365616,-7.9989762,place_of_worship
Mushola Al-Amin,112.6443869,-7.9521381,place_of_worship
Masjid Ar-Rohman,112.6377902,-7.9856064,place_of_worship
Gereja Kristen Injili Nusantara Kalvari,112.644711,-7.9851712,place_of_worship
Masjid Ainul Yaqin,112.6011502,-7.9867626,place_of_worship
Mushola Khasanuddin,112.6465735,-7.9858742,place_of_worship
Masjid Al Hidayah,112.60149,-7.9935532,place_of_worship
Masjid As-Sakinah,112.6045448,-7.9921524,place_of_worship
Musholla Al-Ansor,112.6028773,-7.9933023,place_of_worship
Gereja Bethel Injil Sepenuh Mulyorejo,112.6032345,-7.9932934,place_of_worship
Mushollah Roudhotul Jannah,112.6024475,-7.9917446,place_of_worship
Masjid Al-Ikhsan,112.6148811,-8.0008403,place_of_worship
Langgar Waqof Sunan Drajat,112.6130894,-7.999784,place_of_worship
Masjid Al-Hikmah,112.6648063,-7.9441183,place_of_worship
Kapel Susteran Sang Timur,112.5966262,-7.9781492,place_of_worship
Kapel Kolese Santo Yusup,112.6385056,-7.9380848,place_of_worship
Gereja Katolik Santo Vincentius a Paulo,112.614202,-7.9824274,place_of_worship
Masjid Miftahul Huda,112.6056346,-7.9826712,place_of_worship
Masjid Raden Rahmad,112.6021994,-7.944206,place_of_worship
GPdI Shekinah,112.6390751,-7.9848558,place_of_worship
Masjid Nur Inka,112.6203487,-7.9721951,place_of_worship
Gereja Kristen Injili Nusantara Anugerah,112.6135564,-7.9935431,place_of_worship
Masjid Miftahul Jannah,112.6387101,-7.9659273,place_of_worship
Masjid Roudhotul Mustarsyidin,112.6364605,-7.9667618,place_of_worship
Musholla Kalimosodo,112.6110156,-7.9815922,place_of_worship
Masjid Al-Jihad,112.6046757,-7.9800711,place_of_worship
Betania Reborn Center (BRC) Malang,112.6120646,-7.9761753,place_of_worship
Masjid Muhajirin YIM,112.6107683,-7.9583343,place_of_worship
Masjid PR Gandum,112.5997935,-7.9835284,place_of_worship
Musholla Shirothol Mustaqiem,112.6114954,-7.9810385,place_of_worship
Greja Kristen Jawi Wetan Jemaat Mulyorejo,112.5923602,-7.9893865,place_of_worship
Kapel Katolik Santa Theresia Lisieux,112.61384,-7.995842,place_of_worship
Greja Kristen Jawi Wetan Pasamuwan Malang,112.625861,-7.9831242,place_of_worship
Masjid Al Hidayah,112.6082198,-7.968395,place_of_worship
Masjid Al-Huda Unmer,112.6097807,-7.9727485,place_of_worship
Masjid Al-Islah,112.6024466,-7.9841039,place_of_worship
GKT Jemaat 1,112.6310521,-7.9909683,place_of_worship
Masjid Ibnu Fatah,112.5873824,-7.9840809,place_of_worship
Gereja Kristen Alkitab Indonesia Efata,112.5880396,-7.9838622,place_of_worship
Musholla Arrohman,112.5965223,-7.9858731,place_of_worship
Masjid Baiturrohman,112.6012875,-7.9909532,place_of_worship
Masjid Griyo Muslim,112.6022778,-7.9944384,place_of_worship
Masjid Nur Huda,112.601005,-7.9972316,place_of_worship
Masjid Miftahul Jannah,112.5995956,-7.9871443,place_of_worship
Masjid Al Muchlisin,112.5982192,-7.9854936,place_of_worship
Masjid Al-Amin,112.5967948,-7.9877272,place_of_worship
Mushollah Al-Ihklas,112.5957716,-7.9877426,place_of_worship
Masjid Darussalam,112.6037141,-7.9865159,place_of_worship
Musholla Raudhotul Jannah,112.6050136,-7.9871087,place_of_worship
Musholla Miftahul Jannah,112.6068872,-7.9874237,place_of_worship
Mushola Ar-Rahman,112.6086351,-7.9884547,place_of_worship
Masjid Baiturrohmah,112.6450115,-7.9532389,place_of_worship
Masjid Baiturrochim,112.6429422,-7.9515759,place_of_worship
Masjid Asy-Syifa RST Soepraoen,112.6216938,-7.9890123,place_of_worship
Masjid Fathul Huda,112.6176909,-7.9924999,place_of_worship
Musholah Al-Ikhlas,112.6121503,-7.9945197,place_of_worship
Mushollah Al-Fattah,112.6116157,-7.9886986,place_of_worship
Masjid Al-Ihsan,112.6086652,-7.997555,place_of_worship
Gereja Isa Almasih - Jemaat Klayatan,112.6154084,-8.0023943,place_of_worship
Masjid Baiturrachim,112.6107308,-8.0068472,place_of_worship
Gereja Katolik Santo Yohanes Pemandi,112.6244455,-8.0071443,place_of_worship
Masjid Ali Mochtar,112.6253796,-8.0081631,place_of_worship
Masjid Al-Farobi,112.620383,-8.0068553,place_of_worship
Gereja Kristen Indonesia Bromo Bajem Dinoyo,112.6137561,-7.9472392,place_of_worship
NICC - GBI Diaspora Sejahtera,112.6641417,-7.9360471,place_of_worship
GBI ROCK,112.6023751,-7.9700573,place_of_worship
Gereja Pantekosta di Indonesia Betlehem,112.6555244,-7.933642,place_of_worship
